categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE
Current Ac with 7500 Bal LAG CO,14,NPR,CURRENT,11583647.41,9/19/2018,0
Current Account,1,NPR,CURRENT,1650258532,9/2/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,21886889.97,10/13/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,219324.78,10/12/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,174136.26,8/31/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,187615166.9,9/15/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,25275303.69,9/17/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,14679325.97,10/11/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/5/2018,0
Overdraft Account - loan share bond,12,NPR,CURRENT,134618.07,10/14/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,39897322.76,9/16/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,10/20/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,33323555.29,9/21/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,29498817.7,10/7/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,421237739.7,9/30/2018,0
Overdraft Account - loan share bond,12,NPR,CURRENT,143524.39,9/21/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,307543.82,10/20/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,19053049.89,10/16/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,29077635.87,10/4/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,200034758,9/9/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/14/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,13974608.85,9/10/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,339966.8,9/20/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,109888.35,9/15/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,34391015.67,8/26/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,341623.87,9/17/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,44934522.65,8/29/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,387889565,9/17/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,251944.12,9/16/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,18097544.59,9/13/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/17/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,178237.43,10/17/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,259766.7,8/31/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,227707346.7,10/15/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,127058542.2,9/12/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,120814326.6,9/15/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/12/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,12823793.68,10/21/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,301044.96,10/14/2018,0
CALL DEPOSITS-EURO,99,NPR,CURRENT,7564.82,10/17/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,198235.82,8/28/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,231723.59,10/11/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/14/2018,0
Current Accounts,99,NPR,CURRENT,10326174.7,10/7/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/15/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,58048492.84,10/14/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,32497746.4,9/27/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/8/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/15/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/18/2018,0
Other Working Capital Account,7,NPR,CURRENT,703810.8,10/11/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,50255995.13,10/3/2018,0
CALL DEPOSITS-EURO,99,NPR,CURRENT,5489048.17,9/21/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,351306025.9,10/22/2018,0
Current Account,1,NPR,CURRENT,1591492851,9/9/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,28251201.51,10/6/2018,0
DSA PARKING AC,10,NPR,CURRENT,NULL,10/13/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,10/8/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,302342.33,8/29/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,411673368.5,9/4/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,8/27/2018,0
Yuva tatha sana byabasayi krishi ka,11,NPR,CURRENT,117317.03,9/2/2018,0
Current Ac with 7500 Bal LAG CO,14,NPR,CURRENT,9049645.84,10/14/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,1269981.06,9/26/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,375378585.3,9/7/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,315328.78,9/4/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,354565558.7,9/10/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,22466933.53,10/4/2018,0
Overdraft Account - loan share bond,12,NPR,CURRENT,134618.07,10/16/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/2/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/22/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,8/30/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/4/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,408629401,10/9/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,24596102.45,10/5/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,29793059.43,9/23/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/25/2018,0
Current Account,1,NPR,CURRENT,1684191966,9/25/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,44817219.24,9/28/2018,0
Current Accounts,99,NPR,CURRENT,1077159.95,9/21/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,43928742.22,9/25/2018,0
Current Accounts,99,NPR,CURRENT,2406122.25,9/27/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,146554724.3,10/2/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,360176550.8,9/22/2018,0
Current Account with 1000 Min Bal,9,NPR,CURRENT,365050416.3,10/15/2018,0
Current Accounts,99,NPR,CURRENT,1339362.12,8/29/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,37638888.05,9/20/2018,0
Current Ac with 100 Bal LAG IND,15,NPR,CURRENT,382292.17,10/2/2018,0
Current Ac with 7500 Bal LAG CO,14,NPR,CURRENT,11160516.38,9/22/2018,0
Overdraft Account - loan share bond,12,NPR,CURRENT,627390.63,9/4/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/18/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,254317.35,10/14/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,26641791.42,9/3/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,28214497.53,9/26/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,190136567.1,10/8/2018,0
Current Accounts,99,NPR,CURRENT,1565458.79,10/14/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,40505148.72,10/4/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,205807721.9,10/14/2018,0
Overdraft Account - Trading,3,NPR,CURRENT,21271648.86,10/10/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,22819778.32,9/20/2018,0
DSA PARKING AC,10,NPR,CURRENT,382027.98,10/3/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,9/8/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,17988731.43,10/8/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,559350.92,9/4/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,152850484.6,8/29/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,147457648.1,9/21/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,13736618.74,8/26/2018,0
Current Ac with 7500 Bal LAG CO,14,NPR,CURRENT,11940781.06,9/2/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/28/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,18156110.25,10/21/2018,0
Current Account,1,NPR,CURRENT,1631575872,9/19/2018,0
Other Working Capital Account,7,NPR,CURRENT,3810.8,10/1/2018,0
Current Ac with 7500 Bal LAG CO,14,NPR,CURRENT,14043272.32,9/16/2018,0
Current Accounts,99,NPR,CURRENT,827737.55,9/1/2018,0
Current Account,1,NPR,CURRENT,1680608370,9/5/2018,0
Sajilo Sana Udhami Karja,11,NPR,CURRENT,38281131.94,10/13/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,17518275.02,9/18/2018,0
Overdraft Account - loan share bond,12,NPR,CURRENT,83358.23,10/17/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,10/1/2018,0
Demand Loan - Trading,5,NPR,CURRENT,7783.95,9/8/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,153268761.4,10/11/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,16822235.04,9/15/2018,0
CALL DEPOSITS-EURO,99,NPR,CURRENT,7500,10/21/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,12411383.33,8/29/2018,0
Current Account with 0 Min Balance,10,NPR,CURRENT,197971303.5,9/1/2018,0
Overdraft Account - Privelage Loan,10,NPR,CURRENT,256805.99,9/18/2018,0
Overdraft Account - Mortgage Loan,11,NPR,CURRENT,16748013.19,10/2/2018,0
Overdraft Account - Industry,2,NPR,CURRENT,120814326.6,9/14/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,8/30/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/12/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,10/22/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11392522651,9/15/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/12/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2143514290,10/1/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15310321869,9/2/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,9/1/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2351353290,8/28/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30868400,8/30/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,31368400,9/2/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/2/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14700562934,10/12/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10492742552,10/11/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2143364290,10/4/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10394334152,9/4/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14809393742,9/19/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/29/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/6/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,10/19/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/26/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14640637342,9/22/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/18/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,31168400,8/27/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10301614452,9/24/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2534550000,9/21/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11337142651,10/5/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10315522152,9/15/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10303460152,9/12/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2280503290,8/31/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10458805552,10/8/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15275554268,9/10/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,12133446843,8/25/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/9/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,10883804134,10/22/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,10/8/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,18432400,10/17/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/10/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2127050000,10/13/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/9/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/18/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,20432400,10/14/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2192069290,9/16/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2125944290,10/15/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30988400,9/9/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2839750000,9/14/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14653671182,10/2/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,1977050000,10/7/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,8/27/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/15/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/12/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,9/5/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14622042482,9/29/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10290242452,9/22/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/25/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/15/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2202719290,9/13/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/28/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,8/31/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,25308400,10/1/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2143514290,10/2/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14685071382,10/3/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,10955692651,9/24/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14617348182,10/6/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/11/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2150450000,10/22/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2534550000,9/23/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2351353290,8/27/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10414603152,9/6/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10598268452,9/29/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,1827050000,10/19/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,1827050000,10/20/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,9/4/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14487463801,10/18/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/23/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11337142651,10/6/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2143514290,9/26/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11508753843,9/4/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,10/11/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/1/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,8/26/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,17982400,10/20/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2114544290,10/21/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2143514290,9/28/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10162507152,8/28/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15340344368,9/4/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14645842482,9/30/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2534550000,9/20/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,31168400,8/26/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/13/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11286968843,9/11/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11110803843,9/8/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/16/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30868400,8/29/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,8/29/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14044570601,10/22/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2125944290,10/14/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2192069290,9/15/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/15/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/12/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14703451201,10/15/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2351353290,8/25/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/25/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2534550000,9/24/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10687465552,10/17/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,22232400,10/7/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/21/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14414149801,10/19/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/24/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15224481899,9/14/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15425983668,8/25/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/11/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/7/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,1977050000,10/6/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10306012152,9/16/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/18/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,8/30/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/2/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10381698452,9/25/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10616168452,9/28/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,8/28/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,10/17/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,23032400,10/4/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11118668843,9/10/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10162639152,8/27/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11310803843,9/7/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15275708869,8/31/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15488612768,8/28/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10321691152,8/30/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,9/8/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14649499982,9/26/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/28/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2057050000,9/30/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/4/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/1/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2839750000,9/11/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/12/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/14/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/6/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/11/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,10875504134,10/19/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2114544290,10/18/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/28/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/15/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,8/27/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/25/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,8/29/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/17/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2182069290,9/19/2018,0
1 YEAR FD WITH MONTHLY INT,NULL,NPR,FIXED DEPOSIT   ,2278003290,9/3/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,15222820199,9/16/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2769750000,8/25/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2834550000,9/17/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,8/26/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11205004134,10/13/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,10/10/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/17/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,9/14/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11047592651,9/30/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14928048899,9/17/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/24/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/1/2018,0
90 Day's Individual Fixed Deposit,NULL,NPR,FIXED DEPOSIT,30938400,9/14/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/5/2018,0
1 YEAR'S & ABOVE FIXED DEPOSIT,NULL,NPR,FIXED DEPOSIT   ,10687365552,10/18/2018,0
150 Days Fixed Deposit,NULL,NPR,FIXED DEPOSIT   ,1000000,9/4/2018,0
Fixed Deposit account tax 5 %,NULL,NPR,FIXED DEPOSIT   ,14681277342,9/23/2018,0
1 YR SPECIAL FD,NULL,NPR,FIXED DEPOSIT   ,2810000,10/20/2018,0
Fixed Deposit Account Tax 15 %,NULL,NPR,FIXED DEPOSIT   ,11936201914,10/10/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2127050000,10/16/2018,0
HFD 2 YEAR,99,NPR,FIXED DEPOSIT   ,100000,9/14/2018,0
Fixed Deposit account tax 0%,NULL,NPR,FIXED DEPOSIT   ,2057050000,9/26/2018,0
