categ_name,ac_group,ccy,group,TOTAL_AMOUNT,BANK_DATE,INT_RATE
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,5005413.6,9/20/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4975513.6,9/14/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/11/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/10/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,240348090.5,9/3/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/16/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,135097255.5,9/24/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4433659.1,8/29/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,69724510.38,9/7/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/17/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,8/29/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,144697666.6,9/18/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24617090.5,8/25/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4469813.6,9/8/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,142723882.8,10/4/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/20/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/11/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/6/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4469813.6,9/5/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/20/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,8/30/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,43389307.38,9/11/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/14/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,69724510.38,9/8/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,147032866.6,9/11/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/7/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/19/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,238976005.6,8/31/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4560614.73,10/1/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,204178524.2,8/25/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/5/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4113651.86,10/4/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/17/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,9004954.38,8/29/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,8/27/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,254880604.4,10/12/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24355742.5,10/19/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,8/30/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/13/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,56759696.92,9/4/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,40321342.38,9/24/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,264236464.4,10/15/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/20/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/10/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/25/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,9/2/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/9/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24308242.5,10/9/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/30/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/10/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/15/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,137361382.8,10/7/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4626813.6,9/2/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,261351167.9,10/22/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/3/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24238242.5,10/6/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4686614.73,9/27/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/5/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/10/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/15/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/1/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24643340.5,9/4/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,5176413.6,9/21/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/8/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/12/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,142230882.8,10/1/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/1/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24675742.5,9/20/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,146156766.6,9/8/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,5176413.6,9/24/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,234637790.5,9/7/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/1/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/4/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24355742.5,10/16/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,247441536,9/23/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3846249.6,10/10/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/14/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/20/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/25/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,134737555.5,9/21/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,8/30/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,55903097.38,10/3/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/1/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3848651.86,10/7/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/15/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,8/27/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/18/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24684040.5,9/10/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/9/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,138691946.8,10/14/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24675742.5,9/17/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,7239704.38,9/1/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,139089396.8,10/17/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/16/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/4/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/23/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24378242.5,10/22/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,35273465.38,9/25/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,26838722.55,10/18/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/12/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/7/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/20/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/18/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/22/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,262475910.5,10/9/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,26838722.55,10/16/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,238092090.5,9/4/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/18/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/8/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4301065.6,8/25/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/28/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/2/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/12/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/9/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/10/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/23/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,8/27/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/16/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,151698816.6,8/31/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,245710135.7,9/15/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,135054255.5,9/23/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/16/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24632090.5,8/27/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/4/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,28339499.38,10/21/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/19/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/17/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/22/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/2/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/22/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,275361301.1,10/1/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/9/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,273503865.9,9/28/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/21/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/22/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/1/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/18/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,148151866.6,9/13/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4626813.6,8/31/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,241310005.6,9/2/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,27126220.15,10/11/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,8/31/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,8/25/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,8/25/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/28/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24699040.5,9/12/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/26/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/19/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,8/30/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/10/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4975513.6,9/13/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,139960982.8,10/12/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24653340.5,8/30/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/18/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/7/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,249193413,9/21/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24686540.5,9/15/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/13/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4841513.6,9/16/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/4/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/10/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,241745569.3,9/12/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,72087010.38,9/6/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,139089396.8,10/15/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/7/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/12/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4710513.6,9/10/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/5/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,43026954.38,9/3/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24325742.5,10/11/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/22/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/8/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/2/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,261961443.6,10/4/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,142919866.6,9/16/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,16080037.38,10/8/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/20/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3990651.86,10/2/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/23/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,146156766.6,9/7/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/14/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/6/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/12/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/11/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/3/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/15/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/13/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,241231221.3,9/18/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/15/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4686614.73,9/26/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,146827366.6,9/10/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/14/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24684040.5,9/9/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/3/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,143216882.8,10/6/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4560614.73,9/29/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/26/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/25/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/7/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/20/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/15/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,63507079.38,9/16/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,139007396.8,10/22/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24195742.5,9/25/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/17/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,51231957.38,9/19/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24643340.5,9/2/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,234482590.5,9/8/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3904749.6,10/11/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/15/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/12/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3846249.6,10/8/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/9/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24645840.5,8/31/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3848651.86,10/5/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/30/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,269488865.9,9/27/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/3/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/9/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,8/28/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/18/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,135457882.8,9/25/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,134737555.5,9/22/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/21/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/27/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24190742.5,9/29/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,264220464.4,10/16/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/15/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,264219172.3,10/19/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,143216882.8,10/5/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,147832866.6,9/12/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/26/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/24/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/29/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,54383672.92,9/5/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,7968965.38,10/4/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,8/31/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,228707155.6,8/29/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,205587524.2,8/26/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,5177614.73,9/25/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/11/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/21/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,245813135.7,9/14/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/18/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24355742.5,10/21/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,10/8/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,142445882.8,10/2/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/18/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,8/26/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/22/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/19/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,257423604.4,10/14/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,135867882.8,9/26/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/26/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,3846249.6,10/9/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,139594402.1,8/25/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,140186402.1,8/28/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24193242.5,10/1/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/2/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/8/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,5048513.6,9/19/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/8/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24190742.5,9/28/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,8/30/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,18759017.38,8/27/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,39100,8/25/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4626813.6,9/3/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,136672228.2,9/29/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,5875657.56,9/22/2018,0
MARGIN OTHERS,99,NPR,MARGIN DEPOSIT ,4301065.6,8/28/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,10/9/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/12/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,261794369.1,10/7/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,10/6/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,9/23/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,8/28/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,228605005.6,8/30/2018,0
Margin on Loans & Advances,99,NPR,MARGIN DEPOSIT ,226500,9/20/2018,0
Margin on Goods for Payments,99,NPR,MARGIN DEPOSIT ,22800965.38,10/5/2018,0
Margin on Letter of Credit,99,NPR,MARGIN DEPOSIT ,233000090.5,9/5/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,10/17/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,152564766.6,9/3/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24681540.5,9/13/2018,0
Margin on Locker Deposit,99,NPR,MARGIN DEPOSIT ,24348242.5,10/12/2018,0
Margin on Guarantee,99,NPR,MARGIN DEPOSIT ,146092766.6,9/6/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/13/2018,0
MARGIN ADVANCE PAYMENT DD/TT,NULL,NPR,MARGIN DEPOSIT ,NULL,8/27/2018,0
Margin on Cheques/Drafts Purchase,99,NPR,MARGIN DEPOSIT ,86865.94,9/11/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,9/16/2018,0
Margin on Bills Neg./Disc.,99,NPR,MARGIN DEPOSIT ,62100,9/6/2018,0
EDUCATION LOAN MARGIN,99,NPR,MARGIN DEPOSIT ,0,10/11/2018,0
